User,Tweet,Subjectivity,Polarity,Analysis
1beautifulk_,Learning how to love ppl from a distance.,1,1,Positive
ThePaulSPUM,"LOOK: Snippets of the teachers' day and freshmen initiation event.

After two years of distance learning, St. Paul University Manila (SPUM) held its first in-person celebration of World Teacher’s Day and Freshmen Initiation this year, 2022. 

📸 Edana Sopoco | via Kenzie Galarpe ",0,0,Positive
ParaderoChord,"Hosanna international school

Christ the king

Distance Learning",0,0,Neutral
PaulAFairclough,"Not sure if this one is available via distance learning, . I know that you are a massive Swifty ",1,0,Positive
lili_pl,: CDC’s National Diabetes Prevention Program’s lifestyle change program can help make preventing type 2 diabetes work for yo…,0,0,Neutral
BeingBHK,  Degree of Narendra Modi is not fake. He studied in distance learning.,1,0,Positive
jatkins44,": Come and join our next generation learning community! Click the link for more information. 
 ",0,0,Positive
alibelagam,@_Asad23 So sorry to hear what you had to go to. I hope things turn out well for you. Try some distance learning programs of PU or AIOU,1,-1,Negative
smdinterlude,: An Orlando woman has confessed to stabbing her younger sister in the heart multiple times after learning she flirted w…,0,0,Negative
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
naqash_niks, Distance learning hy is uni me,0,0,Neutral
omiiiimiya,"philippines but since i moved to the states about 11 yrs ago, there’s been a lack of communication due to the language barrier on top of the physical distance. i want to talk to them in filipino but i haven’t spoken it in so long and i stopped learning after 3rd grade…",0,0,Positive
makoya_1,_lo Long distance learning ,0,0,Negative
haase26,"In my middle age, I am learning to swimming and I can swim for a little distance for now",0,0,Negative
datacinet,Tech Tools FREE for Your Distance Learning Science Classroom ,1,0,Positive
ComputingNescol,: At NESCol we’ve got courses for everyone – including a fantastic programme of part-time and distance learning options. Whet…,1,0,Positive
ruth_mcfee, Absolutely… that is something that some of the leadership where I taught did not get and they thought distance learning was some sort of gold standard even after it was no longer necessary,1,0,Neutral
KaitOfChange," ooooh I'm glad you clarified bc I hear ""online[/distance/virtual] learning"" and I think video calls. It sounds like this will be an asynchronous thing, too, which sort of negates my one non-video suggestion of a monitored live chat for quick question answering... oh, except! 1/",1,0,Positive
museumnews_jp,"Ukraine: 50,000 computers provided to teachers by Google and UNESCO  As the global community marks the World Teachers’ Day, UNESCO and Google have begun distributing 50,000 computers to Ukrainian teachers to help them deliver distance learning. Training i…",0,0,Neutral
arthur_eckart,"  Did you know an increase in the 16-24 age group has a negative effect on GDP? And, the 55-64 age group is the second most productive group. So, China virus may have increased retirements. Also, distance working like distance learning unproductive.",0,0,Positive
AzureShakes," Aren't these the same people lamenting the covid measures - distance learning, masks, reduced after-school programs - for causing learning loss of apocalyptic proportions?  Why is even a few months of remote classes  disastrous, but years of isolating home schooling praiseworthy?",0,0,Negative
pragyeahhhh,: chalo guys mera ho gaya mujhe 2 semester distance learning ki degree dedo,0,0,Neutral
shortcomp,": Come and join our next generation learning community! Click the link for more information. 
 ",0,0,Positive
StLukesMP,"Come and join our next generation learning community! Click the link for more information. 
 ",0,0,Positive
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
suslibrary,"วันละเล่มByพี่พร้อม
EnglishbookByพี่พร้อม

“The schools, colleges, and universities most interested in online learning during the 1990s were those that had established distance education programs using other modalities such as television, radio, and course packs."" (p. 17) ",0,0,Positive
MASechler70,"       _net   _maric      _wrjohn1    _advice     _learning                _warrior      Do some research.  I get 40+ mph in my 2015 Ford Fusion Hybrid, which is a nice midsize sedan. Hybrids can really increase mph without sacrificing distance, time, or even power.",0,0,Positive
profoyarzun,": Updated chapter published in the 2nd Ed. from  and  on distance learning! Also, we have publishe…",0,0,Neutral
j_boogie419,"_busboy   50 states 4 countries google says traveled the distance of earth to the moon yet still learning. 13 certifications 3 degrees 3 jobs plenty of awards still hungry donated over 1000 hours to helping the needy, cooked for celebrities, fed the homeless both with the same respect.",0,0,Neutral
heidi_paterson," Interesting esp since they did away with centralized distance learning many years ago. 

I agree though. It could be an amazing step forward.",1,1,Positive
LisasNotebook,6 Key Benefits of Distance Learning * ,1,0,Neutral
BM57457818,"  If that's true the industry will crack down on such advocacy perhaps but I find your unwillingness to care for your mom cynical.  The children might need distance, but learning how to help without missing the chance to grow is worth unavoidable pain even.",0,0,Negative
mongjujung,"we’re often blinded by the love next to us, so much that we forget to return love, knowing only to receive. then, we often go the distance, away from the love, till we’re awakened by its absence. we left, for we knew only to receive, now, distanced away, we’re learning to return.",0,0,Positive
pkfactor,"tickle your taste buds you guessed it right, today is about tastes..A Japanese professor has developed a lickable TV screen that can imitate food flavours, another step 
Potential applications include distance learning for sommeliers and cooks, and tasting games and quizzes. ",0,0,Positive
kovescence,The top benefits of distance learning  internetofthings,1,1,Positive
donnasheperis,": Call for Proposals! The Counselor Education Distance Learning Conference will be February 10th. Hosted by PAU, this virtual…",0,0,Neutral
NiaSymone92,": “I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneousl…",1,1,Positive
Sara_it_is," Religion, division is man made! The way politicians are injecting hate, learning to ignore politicians whole existence should be new normal! Let then keep blabbering!! 
In today's gen z, they are labelled as ""Toxic ppl"", one arm distance from such ppl, who will rob your energy!!",1,0,Negative
nikkiSAMO,": “I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneousl…",1,1,Positive
LifeAtPAU,"Call for Proposals! The Counselor Education Distance Learning Conference will be February 10th. Hosted by PAU, this virtual event gives online educators a space to share pedagogical innovations and processes. Learn more or submit a proposal here:  ",1,1,Positive
DrAGrace_cyhtt," The  has some great things lined up for education. Early childhood, smaller class sizes, quality curriculum. I'm talking with them about reviving the Alberta Distance Learning Centre (axed by AL for no reason). They recognize the critical need to invest in education.",1,0,Positive
SHIPPL0MEZ,": “I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneousl…",1,1,Positive
ese_rakata,": “I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneousl…",1,1,Positive
jamilawoods,": “I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneousl…",1,1,Positive
braran_mom,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
ifuentes3,": 38% top-1 success rate w/ an RMSD of &lt;2Å (the ideal docking pose distance), outperforming both traditional docking (23%) &amp;…",1,0,Positive
Imad_here," Learning, distance and learn",0,0,Neutral
katiarpds,": In the wake of Covid’s long school shutdowns with their unsatisfactory “distance learning,” and amid concerns over radical politic…",0,0,Negative
redroohafza,chalo guys mera ho gaya mujhe 2 semester distance learning ki degree dedo,0,0,Neutral
Bgstony,"_cyhtt I could never understand the defunding of the Distance Learning. Rural school populations needed that coursework. 
School choice: How do Charter Schools help Bow Island or Vauxhall? Charter schools are urban privilege.
Good letter.",0,0,Positive
ChrisClearfield,"When we believe too much in our own stories, we close ourselves off to learning, to seeing a new way to work. 

Here are three things that help me create a little distance and avoid the trap of believing my own stories: 

",1,0,Positive
andyman147, _Wld_History    Maybe it’s why they hated distance learning; they knew they were shyte @ homeschooling?,1,-1,Negative
MKWBbyMarissa,Must Have School Supplies for Virtual School and Distance Learning ,0,0,Neutral
RafaelD27691599,": Tomorrow is GivingTuesday! Our scholars are resilient learners and leaders, and your support provides critical individu…",1,0,Neutral
neffajawea, No - had spiritual figured out before (and also remote work) which made it way easier to deal with COVID.  Was hard to watch so many people lose their ever loving minds though.  Also sucked for the kids because the schools did NOT have distance learning figured out,0,0,Positive
road_runner1234,@_Asad23 uni of london k distance learning krain. u ve 6 yrs to complete a degree. try it :),1,0,Positive
TheRemoteSchool,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
GIRLSInspire_,": The lack of good learning resources is a factor to quality challenges, teachertraining &amp; professionaldevelopment. 's com…",1,1,Positive
Mareloza,"A part of maturity is learning to love some people from a distance. To keep their well-being in your prayers but take a path, away from them.",1,1,Positive
Zipporah_I_Am, That’s valid lol they different 😭😭🥴. I like learning about them but I think I’ll keep my distance for now,1,0,Positive
KSHouseDems,": Monday is Indigenous Peoples Day. Education is so important! If you can attend this FREE program, please do! MONDAY at 1P…",1,1,Positive
globalcmrpt,": . and  have begun distributing 50,000 computers to teachers in Ukraine to help them deliver distance learning:…",0,0,Neutral
Mrs_hokage,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
S_A_H_Eccha, sir the BCI should do away with the archaic barring of LLB graduates with a distance learning from practicing. Practically the entire country was on distance learning during COVID-19.,1,0,Neutral
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
Oth3rPabl0,"    Ever take any distance learning?

My  is from Simon Fraser Univerity. I've never set foot on the campus.

Typical critical thinking skills from a low intellectual capacity TruANON.

Domo Arigato Wally ",1,0,Positive
AllisonforKS,"Monday is Indigenous Peoples Day. Education is so important! If you can attend this FREE program, please do! MONDAY at 1PM. Registration is required. You can watch this series from  at any time after the first airing. Sign up here:

ksleg ",1,0,Positive
evandcole,"  No details, other than that all public divisions will need to shutter their online/distance learning centres.",0,0,Negative
Foof_Dollas,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
neilmosley5,: This is a great thread and analysis. HEIs are terrible at strategy and even worse when it comes to digital learning. Blended…,1,0,Negative
BriYahS,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
Maxwell77616115,: Resonance (Distance Learning Program Division) DLPD Announces The Most Comprehensive Test Preparation for IJSO Stage 1 (N…,1,1,Positive
Helene1715,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
RSUPublicTV,"Learn the basic principles of underlying human behavior, with Dr. Sara Moon-Seo's ""Introduction to Psychology"" class, available for high school students through RSUTV's Distance Learning Channel.  ",0,0,Positive
nookas_world,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
RobertS136088,See List Of Nigerian Universities Approved to Operate Distance Learning Centres Learning via  ,0,0,Neutral
DiabetesTUCA,"REGISTRATION IS STILL OPEN for the National Diabetes Prevention Program Lifestyle Change Program. NationalDPP Fall Session.
Offered by 's MOBEC
Distance-Learning sessions | Mondays @ 6 p.m.
Register today: 
DiabetesPrevention Prediabetes ",1,0,Neutral
paradoxicalhead,"most stays are not at home to stream, most students and employees are no longer in the distance learning and wfh set-up. let's be kinder.",1,1,Positive
mimesnob,"look man I spent 5 years learning how war works and this whole thing is just a reminder that it’s always a random, sprawling tragedy which is almost impossible to understand from a distance",1,0,Negative
CynBowen,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
teachsarahvand, I’m still getting students who have never stepped foot in a school building because they opted for distance learning last year as well. Kids aren’t the same.,0,0,Neutral
SaaSPumP,See List Of Nigerian Universities Approved to Operate Distance Learning Centres Learning via  ,0,0,Neutral
BETAGists,See List Of Nigerian Universities Approved to Operate Distance Learning Centres ,0,0,Neutral
DNReporters,See List Of Nigerian Universities Approved to Operate Distance Learning Centres ,0,0,Neutral
SINCOPEDIA,See List Of Nigerian Universities Approved to Operate Distance Learning Centres ,0,0,Neutral
Burning_Inquiry," Hey there Mab! I appreciate your insights regarding Magic (specifically cEDH, which is something I like learning more about even from a distance), and I really enjoyed seeing that goblin painting you did recently. It would be amazing to see more art of yours!",1,0,Positive
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
Praveen22729245,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
Sk88queen,  My sis in law loved covid distance learning.  She said the kids were never sick...,1,1,Positive
Quiss_26,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
sylviarachae,Of course we can’t and shouldn’t rush anyones journey or learning process so sometimes distance is best in these situations.,0,1,Positive
WestsidehsTeach, Shared this with 24k educators on Distance Learning Educators! ,0,0,Neutral
trockenmoos, In Austria distance learning was a disaster. Only few teacher are capable doing this.,1,0,Neutral
Vbjpatel,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
Vbjpatel,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
NESCollege,"At NESCol we’ve got courses for everyone – including a fantastic programme of part-time and distance learning options. Whether just for fun or to boost your career, it’s time to give your mind a workout! View courses and book now at:  ",1,0,Positive
learntogetherA,Wheel rotation and distance   LearnTogether learning learning   -together  LearnTogether learning learningtogether,0,0,Neutral
its_justshae,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
Epiphany6116,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
Epiphany6116,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
Lunatock1," @__stats_  Yes, it is.. lol point and click abilities can take a little time to learn, but not the same as an input like the grapple.
All you need to know is the distance. That's not an ability with a large skill gap, that's just a small learning curve.",0,0,Positive
makamalBD,": The lack of good learning resources is a factor to quality challenges, teachertraining &amp; professionaldevelopment. 's com…",1,1,Positive
rezeluqv,severely feel like im one of th students who wnjoyed online + distance learning  in th 2 years i dealt w olcs i  easily had th highest marks along w 2 of my friends  in our class it was insane  it was hard but physical school is harder ive always thought that,1,0,Negative
whenketweets,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
Tionnnee,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
wikipediachain,Scopus &gt; ICanHazPDF &gt; Freenet &gt; Client (computing) &gt; CuteMX &gt; Communication protocol &gt; Mixed reality &gt; Supervised learning &gt; Speech recognition &gt; MuZero &gt; Cluster analysis &gt; Loss function &gt; Sign test &gt; Cluster sampling &gt; Geostatistics &gt; Minimum distance estimation &gt; Violin plot,0,0,Neutral
Sri13123,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
025noorkaur,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
elliot__liber,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
made_for_sky,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
pratikfam04,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
bigdaddychelle,__: Healing will have you cutting off people you love to death. Learning to love from a distance has been a huge part of my proce…,1,0,Positive
trp_1998,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
DestinyyyBoss,"Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE CHARM OF NAAGIN6
अहम्_ब्रह्मास्मि_प्रतीक",1,1,Positive
AssociationDofE,"Our Distance Learning Hub on the go.

Did you know you can access all the modules from anywhere anytime? It is free! Try out some of our modules today.

For example the Mindfulness, Meditation and Yoga module created by Lunaticrafts.

Visit  ",1,1,Positive
anabel24xip,"SoftScape 15 inch Round Floor Cushions with Handles; Flexible Seating for in-Home Distance Learning, Daycare, Preschool, Clas V10J7B1

",0,0,Negative
made_for_sky,": Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE…",1,1,Positive
biztapca,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
DestinyyyBoss,"Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.

RUDRA THE CHARM OF NAAGIN6
अहम्_ब्रह्मास्मि_प्रतीक",1,1,Positive
RoseanneAre,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
PriorityDomains,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
DavidWhinray,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
jagjaguwar,"“I think a lot about the Prentice Hemphill quote, ‘Boundaries are the distance at which I can love you and me simultaneously.’ The song is about learning the difference between erecting boundaries out of fear versus out of love.” -  

 ",1,1,Positive
Sampal11310676,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
DearestAkshita,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
academy_conrad,": The distance learning team will be hosting a virtual Meet the Teacher event on Thursday, October 13th starting at 7:00pm…",0,0,Neutral
Dont_trustt,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
made_for_sky,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Robiinforu,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Sony_TV_,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Suku0212,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Komal_hu_,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Kabirsi59842224,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Muskan_hu,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Not_A_Runnerr,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Star_Plus08,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Dashingdude_,"_A_Runner__: “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE…",1,1,Positive
Not_A_Runner__,"“Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.
RUDRA THE CHARM OF NAAGIN6
अहम्_ब्रह्मास्मि_प्रतीक",1,1,Positive
DavidRedkey," ESA Expansion lost in 2018.
Since then:
-C19 Distance Learning.
-ESSER Funds was used for salaries instead of learning loss.
-Petition to stop expansion was unsuccessful, because 2022 voters supported ESA Expansion.

Why didn't _sos get enough signatures to stop it?",1,0,Neutral
ritdienvarbut,"_Kadile: Universities in Latvia already have indoor temperatures of +12/14 C degrees. However, case law shows that even a prisoner's…",0,0,Neutral
rbarbier67,": In celebration of Indigenous Peoples Day, the  on Oct. 10 will present an online program highlighting native you…",0,0,Neutral
SJMasonArtist,Interested to find out more about distance learning fineart at postgraduateresearch level. Any ideas? mphil mres phd artresearch,1,0,Positive
MaricelNable,"Belief that we know all &amp; we are always right Leads to distance &amp; silence Keep learning &amp; Keep Expressing.

KDLEX NEWS TO NAMIN",1,0,Positive
DistanceLrnBot,": The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remo…",1,1,Positive
PoeticLicencedk," _Keyte The pandemic cohort is like a wave.
How many spent the time online watching YouTube? How many were unable to engage in distance learning? How many had no supervision? The transition back to social settings with rules has been rough.",0,0,Positive
brightside_out,": Did you know, our distance learners have access to all the same learning resources as our campus-based students? 

If you…",0,0,Neutral
guynoir4,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
sivakarthik_L,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
hhmoffice1,": The distance learning team will be hosting a virtual Meet the Teacher event on Thursday, October 13th starting at 7:00pm…",0,0,Neutral
TheRemoteSchool,"The top benefits of distanceLearning 



remoteschool remoteeducation remoteteaching remotelearning teaching teachertraining teachingjobs edtech edutech educationdesign SaaS HighSchool schoolsoftware schoolsystem IoT InternetOfThings AWS",1,1,Positive
StaffsUniHSW,"Did you know, our distance learners have access to all the same learning resources as our campus-based students? 

If you're joining SchoolofHSW as a distance learner, follow the link to watch our library resources tutorial. 

 ",0,0,Neutral
MadaraSensei_,"   Yes they are really doing the job. I have my self 2 real estate companies irl. I know what to run a business mean. Even if I took a lot of distance with web3 I am still amazed by  discord, all the building notification, ama, ga, learning, dev, etc. A real start up",0,0,Positive
zeditip,"O-Cademy By ONPASSIVE❗️
👩🏫👨🎓Let distance and age not be a limitation to your learning or teaching. 
👩🎓👨🏫 Reinvent yourself with the best e-Learning Platform to learn and earn.


ONPASSIVE OFounders earn GoFounders ... ",0,1,Positive
heycorporatebae,"Now what I do agree with is: discernment. 

Learning who to give your energy to and who to love from a distance. Being respectful, always. Being kind, always. 

Being a business woman, forever. 

That’s my favorite, I’ve grown into a true business woman y’all.",1,0,Positive
GeirLegan,": Hint to the many that believe VR is taking the focus away from the real world:

Turns out, learning a 2nd language is the be…",0,0,Positive
ervmendoza,I highly appreciate my professors who allowed me to attend our face-to-face class through Zoom. And also our beadles for making distance learning possible. I still was able to learn even though I felt a bit unwell. Covid hits me for 2nd-time.,1,0,Positive
UtumishiPortal,"NEW POST TODAY 📌📌
Does NSFAS fund Unisa distance learning 2022
Link👉 
▬▬▬▬▬▬▬▬
TUFOLLOW KWENYE SOCIAL PLATFORMS, LINK KWENYE BIO.",0,0,Positive
albertsierra_re,": Hint to the many that believe VR is taking the focus away from the real world:

Turns out, learning a 2nd language is the be…",0,0,Positive
itsChandanChan1,: Resonance (Distance Learning Program Division) DLPD Announces The Most Comprehensive Test Preparation for IJSO Stage 1 (N…,1,1,Positive
KSBScotland,"Are you based in the Highlands? Would you like to be part of our innovative Highland Community Waste Partnership? Check out this job opportunity with partners Lairg &amp; District Learning Centre 

",1,0,Positive
NiranjanaD05,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
jamdsf123,This is a great thread and analysis. HEIs are terrible at strategy and even worse when it comes to digital learning. Blended is set up to have a tangential link and impact on campus courses. Post pandemic distance had been so hit and miss. ,1,0,Negative
GeethaYugan,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
xiaobao85," Computer
Analog
Digital
Device
Processor
Mobile
New 
Old
Series
Manual
General
Private
Unit
Classic
Learning
E-learning
Distance
Education
Wire
Nice
Labor
Work
Workforce
Job
Water
Pipe
Agricultural
Pipeline
Chain
Command
Common
Liberal
Party
Network
Automation
Lane
Load
Highway",0,0,Positive
TilakdhariThano,"_icola021 _School____   I'm from open category. I've completed my bachelor's in the arts. That too from a distance learning program. And still managed to get a job in the tech industry. And if you don't believe me, let me know I'll list down my complete tech stack. life is not fair brother, get over it.",1,0,Negative
Irysdawn,":  1) The risk of catching Covid on the job.
2) Families choosing to continue distance learning options.
3) Fe…",1,1,Positive
sairaojasvi,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
SMaantech,"Ambedkar University Distance Education Learning Procedure 
For more details:- 
ambedkaruniversitydistanceeducation ambedkaruniversityopendegree ambedkaropenuniversitydistanceeducationnotification braoudistanceeducation brambedkaruniversitydistanceed ",1,1,Positive
ConsultingMCP,"Are you looking to gain a basic knowledge of asset management?

""Distance learning with lessons in suitable bite size modules which fit nicely in a work day.”  

Learn more here:

 

ISO55001 assetmanagement assetmaintenance mcp managementtraining ",1,0,Positive
Deborah43130,": Today we finished this complete and unique Distance Learning School Year! ♥️
What an experience!  Great job FDR! 
🏠📝💻🎶📚🖥🎨
…",1,1,Positive
PalliativeWork,Daniela Mosulu speaks about full distance learning curriculum in Romania  pcwconference2022,1,0,Positive
NiveEiish,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
notcomply_iwill,"_2023 If we go backwards to distance learning AI will be employed, if we return to “traditional” face to face teaching it will be employed. I’m glad I’m old and getting off this God forsaken planet soon",1,0,Positive
DOMINIC31790802,"_Edu: Instill's Sarah Osei is speaking at the National Digital &amp; Distance Learning Conference 2022, on 6-8 June in Accra. The co…",0,0,Neutral
pnbharathisamy,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
jeregretterien3,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
Tiputhesultan98,: Resonance (Distance Learning Program Division) DLPD Announces The Most Comprehensive Test Preparation for IJSO Stage 1 (N…,1,1,Positive
ArulkumarArikr1,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
thesinamika07,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
LoveNotGreed,"_Miller  My guess is that the friend may be socially awkward? I am pretty sure when I was still learning how to react, I have done the exact thing and also apologised. We all learn. And agree distance is a good thing.",1,0,Positive
techpearce2,"Marking World Teachers' Day, 1,000 teachers finalize their training in Al-Qadisiyah on ICT-based distance learning (e-pedagogy) [EN/AR/KU] - Iraq ",0,0,Neutral
SiddhuG_,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
ResonanceEdu,"Resonance (Distance Learning Program Division) DLPD Announces The Most Comprehensive Test Preparation for IJSO Stage 1 (NSEJS) ....

resonance resonancekota sciences Competition examination ",1,1,Positive
ramya_2305,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
MsahWu,_Martinez _JiuJitsu I’d also add learning about distance management and forming a ‘fence’ with your arms.,0,0,Neutral
mariostenella,": The lack of good learning resources is a factor to quality challenges, teachertraining &amp; professionaldevelopment. 's com…",1,1,Positive
sivaangik_world,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
sheffcol,"New online qualifications have just been added to our website, including:

➖Principles of Dementia Care
➖Understanding Autism
➖Understanding Behaviour That Challenges
➖Understanding Children &amp; Young People's Mental Health

Click here to find out more:  ",0,0,Positive
tamilan57151856,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
Sivuangel,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
i_mdiya,": “Learning to distance yourself from all the negativity is one of the greatest lessons to achieve inner peace.”
― Roy T. Ben…",1,1,Positive
